"inventory_origin","legacy_id","legacy_title","legacy_date","legacy_era","legacy_region","disposition","proposed_canonical_id","proposed_title","proposed_date","destination","rationale","overlap_or_prerequisite_notes","research_editorial_status"
"timeline-stub","alexander","Alexander the Great's Conquests","334 BCE","classical","Macedonia/Persia","Merge","lesson.hellenistic.connected-world","Alexander's Conquests and a Hellenistic World","336–30 BCE","World Spine — chapter 04","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.hellenistic.connected-world; prerequisite(s): lesson.persia.achaemenid-empire.","Framing review; readiness: Planned."
"timeline-stub","alexandria_lib","Library of Alexandria Founded","c. 283 BCE","classical","Egypt","Merge","lesson.hellenistic.connected-world","Alexander's Conquests and a Hellenistic World","336–30 BCE","World Spine — chapter 04","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.hellenistic.connected-world; prerequisite(s): lesson.persia.achaemenid-empire.","Framing review; readiness: Planned."
"timeline-stub","aristotle_lyceum","Aristotle Teaches at the Lyceum","c. 335 BCE","classical","Greece","Merge","lesson.greece.aristotle-and-hellenistic-schools","Aristotle and the Hellenistic Schools","c. 335–100 BCE","World Spine — chapter 04","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.greece.aristotle-and-hellenistic-schools; prerequisite(s): lesson.greece.socrates-plato-and-good-life|lesson.hellenistic.connected-world.","Source set identified; readiness: Planned."
"timeline-stub","ashoka","Ashoka's Edicts","c. 268 BCE","classical","India","Adapt or rename","lesson.india.maurya-and-ashoka","The Mauryan Empire and Ashoka","c. 321–185 BCE","World Spine — chapter 04","The topic earns core placement, with a learner-facing title, period, and scope adjusted to foreground causal and evidentiary value.","Mapped to lesson.india.maurya-and-ashoka; prerequisite(s): lesson.india.buddhist-jain-challenges.","Source brief required; readiness: Planned."
"timeline-stub","augustus","Augustus & Pax Romana","27 BCE","classical","Rome","Merge","lesson.rome.mediterranean-empire","Rome's Mediterranean Empire","27 BCE–235 CE","World Spine — chapter 04","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.rome.mediterranean-empire; prerequisite(s): lesson.rome.republic-and-expansion.","Source brief required; readiness: Planned."
"timeline-stub","babylon_gardens","Nebuchadnezzar II & Hanging Gardens","c. 600 BCE","classical","Babylon","Research further","None","None","None","Investigation candidate — chronology and evidence review","Potentially memorable and revealing, but the surviving evidence does not support the legacy claim strongly enough for a core or optional brief yet.","Do not schedule until a source brief resolves authenticity, chronology, and teaching value.","Research required before destination decision."
"timeline-stub","boudica","Boudica's Revolt","60 CE","classical","Britain","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","buddha","Life of Siddhartha Gautama","c. 480 BCE","classical","India/Nepal","Merge","lesson.india.buddhist-jain-challenges","Buddhist and Jain Challenges","c. 600–300 BCE","World Spine — chapter 03","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.india.buddhist-jain-challenges; prerequisite(s): lesson.india.vedic-upanishadic-inquiry.","Source set identified; readiness: Planned."
"timeline-stub","caesar","Julius Caesar Assassinated","44 BCE","classical","Rome","Merge","lesson.rome.republic-and-expansion","The Roman Republic and Mediterranean Expansion","509–44 BCE","World Spine — chapter 03","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.rome.republic-and-expansion; prerequisite(s): lesson.greece.polis-citizenship-exclusion.","Source brief required; readiness: Planned."
"timeline-stub","chavin","Chavín Culture","c. 900 BCE","classical","Peru","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","cleopatra","Death of Cleopatra","30 BCE","classical","Egypt","Merge","lesson.hellenistic.connected-world","Alexander's Conquests and a Hellenistic World","336–30 BCE","World Spine — chapter 04","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.hellenistic.connected-world; prerequisite(s): lesson.persia.achaemenid-empire.","Framing review; readiness: Planned."
"timeline-stub","confucius","Confucius Teaches Ethics","c. 479 BCE","classical","China","Adapt or rename","lesson.china.confucian-daoist-legalist-debates","Hundred Schools: Competing Ways to Order Society","c. 600–221 BCE","World Spine — chapter 03","The topic earns core placement, with a learner-facing title, period, and scope adjusted to foreground causal and evidentiary value.","Mapped to lesson.china.confucian-daoist-legalist-debates; prerequisite(s): lesson.china.zhou-mandate-and-order.","Source set identified; readiness: Planned."
"timeline-stub","constantine","Constantine Legalizes Christianity","313 CE","classical","Rome","Merge","lesson.christianity.imperial-church","Christianity and Imperial Power","c. 300–500 CE","World Spine — chapter 04","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.christianity.imperial-church; prerequisite(s): lesson.christianity.jesus-and-early-movement.","Framing review; readiness: Planned."
"timeline-stub","cyrus","Cyrus the Great & Persian Empire","550 BCE","classical","Persia","Adapt or rename","lesson.persia.achaemenid-empire","The Achaemenid Persian Empire","c. 550–330 BCE","World Spine — chapter 03","The topic earns core placement, with a learner-facing title, period, and scope adjusted to foreground causal and evidentiary value.","Mapped to lesson.persia.achaemenid-empire; prerequisite(s): lesson.assyria.empire-and-deportation.","Source set identified; readiness: Planned."
"timeline-stub","david","Reign of King David","c. 1000 BCE","classical","Israel","Reframe","lesson.levant.israel-judah-evidence","Israel, Judah, Text, and Archaeology","c. 1000–586 BCE","World Spine — chapter 03","The topic is consequential, but the legacy title overstates a single event, inventor, cause, identity, or certainty; the canonical node teaches the broader evidence-based process.","Mapped to lesson.levant.israel-judah-evidence; prerequisite(s): lesson.bronze-age.transformation.","Framing review; readiness: Research required."
"timeline-stub","diocletian_split","Diocletian Splits Roman Empire","285 CE","classical","Rome","Merge","lesson.rome.crisis-and-reconfiguration","Roman Crisis and Regional Reconfiguration","235–476 CE","World Spine — chapter 04","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.rome.crisis-and-reconfiguration; prerequisite(s): lesson.rome.mediterranean-empire.","Framing review; readiness: Planned."
"timeline-stub","early_christianity","Christianity Spreads Underground","c. 150 CE","classical","Roman Empire","Merge","lesson.christianity.jesus-and-early-movement","Jesus and the Early Christian Movement","c. 20–200 CE","World Spine — chapter 04","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.christianity.jesus-and-early-movement; prerequisite(s): lesson.rome.mediterranean-empire.","Framing review; readiness: Planned."
"timeline-stub","fall_rome","Fall of Western Rome","476 CE","classical","Rome","Reframe","lesson.rome.crisis-and-reconfiguration","Roman Crisis and Regional Reconfiguration","235–476 CE","World Spine — chapter 04","The topic is consequential, but the legacy title overstates a single event, inventor, cause, identity, or certainty; the canonical node teaches the broader evidence-based process.","Mapped to lesson.rome.crisis-and-reconfiguration; prerequisite(s): lesson.rome.mediterranean-empire.","Framing review; readiness: Planned."
"timeline-stub","gupta","Gupta Golden Age (Zero Invented)","c. 320 CE","classical","India","Reframe","lesson.india.classical-debate-logic-and-knowledge","Debate, Logic, and Knowledge in Classical India","c. 200–700 CE","World Spine — chapter 04","The topic is consequential, but the legacy title overstates a single event, inventor, cause, identity, or certainty; the canonical node teaches the broader evidence-based process.","Mapped to lesson.india.classical-debate-logic-and-knowledge; prerequisite(s): lesson.india.buddhist-jain-challenges|lesson.india.maurya-and-ashoka.","Source set identified; readiness: Planned."
"timeline-stub","hadrian","Hadrian's Wall Built","122 CE","classical","Britain","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
